DATE	OPEN	HIGH	LOW	CLOSE	RETURN	DISCREPANCY	VOL_INST	VOL_IND	VOL_FOR
2011-11-18	11290	11370	11090	11210	-4.68	0.048462368	-9359335	10002319	-862637
2011-11-21	11135	11135	10810	10965	-2.19	-0.177886375	-3700056	3236416	304717
2011-11-22	10680	11110	10640	11070	0.96	0.281367595	1116201	-278959	-735124
2011-11-23	11000	11010	10485	10530	-4.88	-0.071743364	-7867556	9304228	-1216503
2011-11-24	10420	10720	10370	10635	1	0.217302397	467404	-1616605	1163509
2011-11-25	10500	10570	10300	10420	-2.02	0.03993917	-1140779	2266116	-1240218
2011-11-28	10700	10975	10700	10975	5.33	-0.116765549	4116078	-5205560	995956
2011-11-29	11100	11530	11060	11510	4.87	-0.360209529	8637203	-11198315	2872840
2011-11-30	11370	11505	11280	11390	-1.04	-0.150081703	2432552	-1919551	-167517
2011-12-01	12200	12485	12195	12360	8.52	-0.400091864	11527821	-12376407	1219770
2011-12-02	12300	12420	12205	12340	-0.16	-0.286212508	-122868	327736	-321651
2011-12-05	12475	12525	12285	12430	0.73	-0.360881185	396722	-263242	-95708
2011-12-06	12340	12410	12040	12170	-2.09	-0.372314473	-2445332	2773474	-311096
2011-12-07	12290	12435	12215	12360	1.56	-0.127103613	1170500	-1765478	599894
2011-12-08	12300	12425	12055	12280	-0.65	-0.023203084	594623	-779974	152535
2011-12-09	11900	11955	11630	11665	-5.01	0.21417397	-9138521	9733438	-882094
2011-12-12	12060	12075	11885	12010	2.96	-0.209385802	1332705	-2895056	1660483
2011-12-13	11710	11750	11500	11545	-3.87	0.219275782	-5956466	7192961	-1527047
2011-12-14	11440	11540	11310	11465	-0.69	0.260248145	-1332062	1830768	-553788
2011-12-15	11140	11200	10835	10900	-4.93	0.103593443	-8764308	11392544	-2944654
2011-12-16	11005	11150	10945	11150	2.29	0.083028521	211985	-316667	102793
2011-12-19	11025	11030	10000	10435	-6.41	-0.268658171	-10919146	12747828	-2375914
2011-12-20	10510	10665	10435	10605	1.63	0.006506788	1434438	-2586638	1164151
2011-12-21	11120	11335	11055	11265	6.22	-0.260747535	8376838	-9325520	1123657
2011-12-22	11180	11270	11125	11270	0.04	-0.132654318	1266671	-839282	-406290
2011-12-23	11435	11645	11430	11550	2.48	-0.1502501	5764136	-6120850	563325
2011-12-26	11650	11655	11350	11400	-1.3	-0.270581659	-727852	1022424	-437742
2011-12-27	11380	11520	10690	11160	-2.11	-0.384003599	3460930	-2685410	193395
2011-12-28	11155	11290	11120	11180	0.18	-0.064448598	1617472	-175027	-1528490
2011-12-29	11000	11270	10975	11170	-0.09	-0.46718937	817059	-932102	143555
2012-01-02	11240	11335	11045	11220	0.45	-0.46718937	-538663	572191	-79170
2012-01-03	11420	11930	11420	11915	6.19	-0.364257904	9448785	-10909519	1507876
2012-01-04	11985	12020	11780	11780	-1.13	-0.180319423	2158082	-1798639	-63228
2012-01-05	11850	11915	11705	11755	-0.21	-0.206294092	774661	-799459	-130924
2012-01-06	11750	11780	11135	11405	-2.98	-0.361598722	-6833146	7397625	-707121
2012-01-09	11280	11300	10965	11145	-2.28	-0.175107819	-6300370	7089120	-981106
2012-01-10	11250	11620	11250	11545	3.59	-0.222026517	6344329	-8433593	2159431
2012-01-11	11630	11635	11380	11425	-1.04	-0.543377016	-1479042	1287323	163097
2012-01-12	11465	11650	11325	11625	1.75	-0.228466085	2752945	-3246592	491358
2012-01-13	11650	11940	11610	11855	1.98	-0.382922835	3412695	-4200731	808610
2012-01-16	11710	11715	11405	11625	-1.94	-0.142935188	-3887791	4020647	-184063
2012-01-17	11850	12095	11840	12085	3.96	-0.432707835	5479648	-6874018	1538162
2012-01-18	12080	12175	11975	12055	-0.25	-0.402685451	-198909	-430793	714628
2012-01-19	12300	12460	12260	12445	3.24	-0.133129079	4472539	-6249149	1832408
2012-01-20	12525	13030	12460	12945	4.02	0.02364406	5079332	-5996921	1102203
2012-01-25	12970	13355	12940	13050	0.81	-0.37673625	-494174	133118	417066
2012-01-26	13205	13210	13005	13085	0.27	-0.312129313	392567	-1309003	1021289
2012-01-27	13080	13220	12995	13120	0.27	-0.34173972	559448	-705879	154982
2012-01-30	12995	13075	12775	12825	-2.25	-0.266112564	-557772	804930	-286426
2012-01-31	12855	13095	12740	12945	0.94	-0.232751711	-1195524	1138617	-41409
2012-02-01	12900	13170	12780	12980	0.27	-0.150236201	-133682	384140	-279932
2012-02-02	13300	13465	13255	13310	2.54	-0.172204822	1181660	-971573	-38137
2012-02-03	13300	13315	13050	13140	-1.28	-0.238168087	-2494874	2567914	-145767
2012-02-06	13450	13475	13090	13180	0.3	-0.078769468	-155981	310830	-174387
2012-02-07	13200	13340	13160	13235	0.42	-0.125041788	2196040	-1865517	-148829
2012-02-08	13285	13555	13250	13555	2.42	-0.02633021	4135155	-3709813	-411070
2012-02-09	13555	13630	13175	13630	0.55	-0.269630529	-2811727	3548978	-859402
2012-02-10	13550	13615	13250	13340	-2.13	-0.128320883	-1858299	2891034	-1123109
2012-02-13	13380	13615	13345	13520	1.35	0.152896137	2635841	-3483608	893719
2012-02-14	13470	13515	13345	13440	-0.59	-0.207381535	-2146824	1915796	238971
2012-02-15	13475	13845	13475	13805	2.72	-0.014775071	4300955	-4230187	76571
2012-02-16	13565	13600	13410	13415	-2.83	-0.141209188	-6001129	6151247	-257902
2012-02-17	13725	13905	13725	13810	2.94	-0.269222548	5790152	-6590829	841531
2012-02-20	14080	14150	13860	13875	0.47	-0.068421621	-1955794	2487925	-569848
2012-02-21	13875	13945	13600	13865	-0.07	-0.135697329	-2953877	2915098	-123636
2012-02-22	13800	13890	13680	13870	0.04	-0.027461815	815875	-915363	110458
2012-02-23	13710	13720	13500	13600	-1.95	-0.035869482	-2883446	3323882	-530897
2012-02-24	13650	13760	13455	13725	0.92	-0.213604684	2007745	-2101259	110343
2012-02-27	13650	13680	13295	13335	-2.84	-0.218344859	-4861103	6585218	-1798282
2012-02-28	13400	13590	13385	13580	1.84	-0.084685219	4791120	-5057113	365601
2012-02-29	13700	13935	13690	13855	2.03	-0.262750603	3597967	-4862073	1302480
2012-03-02	13995	14095	13900	13905	0.36	-0.281978612	775689	-691417	-73073
2012-03-05	13855	13860	13580	13635	-1.94	-0.283243855	-3537107	4205640	-678246
2012-03-06	13630	13750	13275	13425	-1.54	-0.05293286	-2899227	3614725	-800719
2012-03-07	13000	13250	12970	13200	-1.68	-0.055348137	-1769589	1976550	-331952
2012-03-08	13290	13495	13135	13480	2.12	-0.626685863	194403	-1183318	937154
2012-03-09	13650	13810	13470	13705	1.67	-0.085661691	2310554	-3680603	1403991
2012-03-12	13705	13755	13505	13525	-1.31	-0.241412095	-795596	1226140	-375235
2012-03-13	13625	13980	13620	13890	2.7	-0.149739448	6174136	-6667956	637278
2012-03-14	14215	14360	14165	14170	2.02	-0.279597149	2969161	-4055539	1151798
2012-03-15	14165	14270	14110	14170	0	-0.168944863	-828726	1311065	-496130
2012-03-16	14315	14335	14045	14060	-0.78	-0.059921398	-2718264	3042543	-384320
2012-03-19	14090	14275	14025	14200	1	-0.151741227	25191	-622487	587440
2012-03-20	14170	14310	14005	14105	-0.67	-0.105878562	-1293098	1684100	-408698
2012-03-21	13930	14080	13800	13935	-1.21	-0.197456485	-2077116	2260618	-201439
2012-03-22	13880	13990	13800	13975	0.29	-0.013808469	-140025	211542	-52405
2012-03-23	13790	13950	13735	13920	-0.39	0.066279533	-714532	687301	4459
2012-03-26	14010	14140	13800	13875	-0.32	-0.202113198	-2215808	2220389	-69192
2012-03-27	14150	14220	14050	14180	2.2	-0.266705678	2238545	-4056538	1910927
2012-03-28	14105	14145	14040	14080	-0.71	-0.290206487	-298427	1171523	-899131
2012-03-29	13930	13985	13765	13815	-1.88	-0.147014819	-2798667	5213481	-2482993
2012-03-30	13765	13815	13660	13740	-0.54	-0.141720266	-519471	1164490	-682239
2012-04-02	13840	14000	13770	13985	1.78	-0.033667603	2944128	-2913168	-24733
2012-04-03	14150	14370	14105	14360	2.68	-0.119355979	7214906	-8459182	1352780
2012-04-04	14280	14320	14005	14055	-2.12	0.013875991	-3177098	3512586	-250780
2012-04-05	13870	14130	13695	14115	0.43	-0.250169607	-2513757	2351683	123661
2012-04-06	14050	14150	14000	14085	-0.21	-0.227171786	1183579	-1325674	122518
2012-04-09	13815	13840	13635	13680	-2.88	-0.123093906	-6293569	7743226	-1597331
2012-04-10	13725	13875	13620	13660	-0.15	-0.156270786	-193272	238417	-76250
2012-04-12	13540	13550	13260	13490	-1.24	0.11681532	-5918524	5917003	719
2012-04-13	13720	13835	13605	13770	2.08	0.040248582	2903407	-2882626	86984
2012-04-16	13485	13580	13385	13520	-1.82	-0.085872941	-2300368	2318960	-54726
2012-04-17	13550	13570	13370	13430	-0.67	-0.148253449	-2192943	2175808	41828
2012-04-18	13750	13815	13670	13695	1.97	-0.136796911	3745920	-3734896	7406
2012-04-19	13600	13745	13575	13645	-0.37	0.009088404	-865717	833921	4165
2012-04-20	13505	13510	13220	13270	-2.75	-0.030435346	-9377120	10036545	-788233
2012-04-23	13150	13325	13110	13245	-0.19	-0.004454313	-820726	826645	-24587
2012-04-24	13025	13220	12970	13110	-1.02	-0.002898467	-2511905	2842444	-387350
2012-04-25	13290	13320	13120	13130	0.15	0.017291641	-172994	361534	-201136
2012-04-26	13290	13330	13080	13180	0.38	-0.137821929	703891	-1008577	332738
2012-04-27	13300	13450	13250	13340	1.21	-0.287924225	4342514	-5283243	948208
2012-04-30	13455	13560	13415	13450	0.82	-0.373396067	1304431	-2161157	928790
