age,comm,rec
37,5.48711925395729,3.17484568697071
44,9.74786087707665,2.65634312042959
47,6.90070409034256,1.52133387644365
49,9.94224460609614,3.44511581999171
39,22.293329490826,1.85735109239977
53,3.03265998750704,55.2600626700306
35,3.28613395338981,5.19330983316843
50,10.8778196105858,3.64385730897885
39,3.94708489544396,4.96080837362892
36,5.20408393247538,9.18684011564176
36,9.71626138680438,3.20839581746672
40,10.576403997364,3.64095943957463
38,13.1851523112422,3.76095723864396
38,5.25788015962589,10.178888551999
36,5.23201159245261,3.71838427074469
45,4.20025791914045,16.7830420992089
33,4.0006779435134,7.76361210621695
54,1.24373021915025,1.10946122388132
57,8.77248914088033,4.92081230888956
59,12.8398953065346,2.09605649753212
41,3.60705091051879,8.85976297707379
53,7.42952322321546,3.99384749906349
46,11.5491338843012,6.03118970668673
33,9.78411093134911,2.57907526642257
59,5.9552170210549,7.48169240511589
48,7.70547187485298,0.701026759658682
47,3.83340337955784,2.91257301231464
58,5.1127965226702,8.18299320595021
48,6.78895797530014,6.50509729709627
60,10.0668719906547,2.53922864001901
38,7.49217760877813,9.32804167394909
47,3.98734652534154,4.16311913749214
57,4.11254002477765,21.2071973306657
54,4.18451035426472,9.65332458219783
56,11.8513200073315,0.516900128829445
48,11.5970156663974,2.05364759407286
37,5.97512840512737,6.47444406834538
50,4.02634028479195,2.52126037272493
40,2.94109737832532,2.10147282860961
40,5.15820701959793,7.54286133828344
46,10.7885221370111,2.6879498566098
49,11.2481824185717,3.49438355069527
59,6.47391199807646,1.9394175849601
42,6.36896223094446,3.36174148087639
38,9.08454395756039,5.81192243360939
46,7.35358701422185,1.69080323280043
35,7.19558236022174,6.2356192032576
60,3.29740144682325,2.99647952998228
45,4.31149687321263,4.7493555321231
50,14.9779125593023,2.64398265200799
40,2.91220434407753,1.93956517674433
47,4.28111951203918,8.32017920017606
45,6.84800475838739,2.1206503344933
36,7.76984609967085,17.4237782191943
51,7.77917955170604,4.03200482890776
49,16.3365077915058,2.83303263525704
42,21.2331638777025,3.05292704949961
43,5.48202972703903,13.0427082396424
46,3.34082020176357,1.38648646226373
46,5.48446020639594,4.37769209015875
59,4.9646038411459,1.32543020111728
55,10.4309340445956,3.95270790131237
57,9.39648638275631,5.48206321990934
37,3.29247875941922,5.02986195281111
60,3.6644273740613,0.394409991337322
44,4.65469152525069,4.3469076833303
55,0,0
46,8.31263849276494,1.10806261349026
58,6.18979237327518,4.81569381046944
45,8.05863534592288,1.86553214501019
37,2.52566371681416,11.3742710759199
56,7.2885320873836,18.3833760083756
60,9.35961314278313,1.69914943223522
54,10.5652323315275,4.25406674763153
48,5.14726647744291,1.75692829941093
51,21.0239163760999,2.17257717396745
44,6.41833882969357,0.859614359687196
45,1.81073782159483,5.02950498650695
38,4.59933828820828,10.287243902181
31,13.8064062476884,2.6693133825952
39,4.70725187328133,2.35841775451581
60,5.59423059219728,3.64860166579227
48,7.65696340398122,6.85784145779032
39,2.16138015897492,4.77099118338528
48,10.4787235647248,4.05137708479775
56,2.63299121301311,14.8411400201171
52,15.6855875539588,0.996685500497918
50,7.01927136162537,3.36927221253487
43,2.32913395220905,1.58072979901917
53,4.66057636874422,3.63642030948307
47,8.2410856674897,11.2274306731442
51,7.92590284999297,2.44538650484232
46,3.59260468387346,6.72263666440903
38,8.92425214806876,2.68485229885416
43,7.34985527764273,5.41564748035311
31,11.6452870766289,13.9238631039572
46,6.56040904775892,4.46972402102561
33,13.1670294823544,3.00179306451127
49,7.28825524689633,2.03310325819163
44,3.00116220364654,3.9805983146353
52,14.3130464685549,2.61064370580876
60,11.5741239110203,2.35313518502825
49,10.7576451271688,5.69667882308984
41,6.0299686096761,4.08214974451373
47,6.28978167134351,2.73766340428444
42,5.02944424401876,4.79208646070728
51,3.44760687217369,2.20623526134586
53,4.64262366776837,1.3156605978329
43,9.12009717048985,0.302621406111709
50,7.1355313406818,2.37235977339519
43,14.6084138170313,3.48036529837223
59,17.3367058371314,2.29943440777552
32,10.4985162220859,2.42815696546693
34,4.66774362854358,10.327587264585
57,1.46178296396626,0.121332532373227
56,5.58055155154774,4.80582358109162
52,6.17825672880427,9.00263503640951
41,16.3211258142285,4.39776346170527
54,7.3642831976593,0.651604417301308
42,2.89183723459987,8.66783445532546
37,18.5239456664957,3.77993522625549
40,11.4186589674308,4.16463523902103
54,5.2430474813243,0.876604147894079
60,3.01570767353778,1.68087928143738
46,4.85913301105897,13.0043416423385
50,3.72715393050551,1.27930057366761
60,7.03356679760961,5.26837391629689
43,5.39717560734557,15.8716059997183
49,4.2622033961569,21.3990333848267
32,6.6699990061936,6.05741842786566
52,8.65225588660446,1.48537916924105
60,3.06950975153273,2.80144211232305
36,7.97517397674206,5.80779003754235
54,13.9527548072668,6.4653546876383
43,7.23960432726371,9.89576161493762
49,2.00610638580314,11.6716605875019
59,4.2768388008118,5.76649568018988
58,11.7502439957538,5.3036590868046
57,5.59170903033313,2.03245318367525
45,4.43789837456285,0.922739617978195
41,3.96571382104323,1.65795940198472
45,8.103081478544,4.41297547687603
50,5.35045454566098,7.04985173959032
40,5.22845309408827,5.07112777339483
44,3.3266652787458,1.65035859651028
41,3.24675969235744,3.73071857305805
45,4.0371846575822,1.63040502320897
40,12.2989834088064,3.46425136648995
39,1.38888414247031,4.32716099262642
40,15.7937499246799,19.3944221496816
53,11.9067383071488,3.71524499559761
36,3.7601109252085,1.64628286073383
44,3.60785390848373,10.7189562132668
41,5.2155703590347,4.11154929700453
31,3.60010155952897,1.45732912915488
40,8.58999903221684,9.67805326353474
59,4.70158366378075,4.20334481927598
53,4.99283036628313,3.94100938919848
40,13.1642757387663,2.821260495812
35,3.8161508267927,5.43269523402016
51,7.26162058602085,2.27603033293191
35,29.2154478571392,6.67562601033725
48,11.3411112141077,5.28075192533881
44,8.89517379801113,4.30889846415234
32,4.36941867660809,9.31529743720235
58,3.83002104665531,6.9928535415765
41,4.65218379219522,2.98229352362585
59,6.93016639167081,5.24274306453221
36,5.53085953306692,6.56725940795947
58,4.36237327080576,1.41042166760887
57,5.62826786525063,3.02493068875985
39,6.38763329801587,1.62117320039738
56,3.81617532132234,5.36446863926491
30,7.66402857916583,8.74821397528412
40,13.4898692712531,8.90466374686347
41,13.2277023306613,7.4108914169292
58,9.66787579993596,2.99929381938444
39,5.4895500309991,2.67809704231289
52,3.21219055600603,5.72240105138852
39,6.43599508013301,3.43350879529493
43,5.1109721433492,5.41344127448393
45,3.46026086854177,7.59893325221366
53,8.99112738647822,2.43848592222239
44,7.91241457559977,2.59236820703858
54,6.23745602347851,7.44561191991805
39,6.4935877882,5.25375581484024
36,8.35435907521063,6.61809911577114
52,3.54238971662285,2.46170026292726
36,3.52018051091554,5.35724909490608
58,12.6272602181431,3.76196942123082
38,6.24432614720886,3.92221736121557
51,2.97595759344118,8.19959586897585
50,3.41141551290689,3.21669792954364
59,7.37353164077302,0.236832133383858
60,7.15658845733765,2.32425490676663
46,7.77747642782975,5.97067342101619
36,6.22965526550424,4.0610041311576
59,3.26354073938658,9.85943865119791
59,7.16433210707669,11.5204699568481
43,9.89289557469953,5.6234567776609
43,5.38170056314566,6.9118204646884
40,5.93011489964425,5.57106333654901
58,9.88427737350837,8.011311417462
56,5.02417857896067,1.99516278847146
39,4.00974256409955,19.826861948689
56,11.3990741655052,0.669041957170307
42,5.17374288762649,2.67623750839289
40,13.469394862287,6.91504225043801
40,3.9509749328997,2.32940809394156
41,2.99554702684085,3.71991729428665
44,4.22688132160149,6.39262604379011
41,5.53433347052161,9.4815917603831
40,4.89753256066129,4.32025612307792
30,3.85830778715017,8.49427350771156
33,7.4790387671452,5.19684353001242
42,8.75007033914844,2.66203246416096
38,5.50278694636151,1.36173927275703
30,8.2876347797024,2.40578135898628
39,10.0371781872429,2.34778115761298
39,6.34560607659036,4.06601996821274
35,6.91851636948979,5.45803687785293
51,2.77171837689273,3.14161953445227
55,16.3728839208178,1.28420764735241
52,16.6181347266616,4.30499517175815
51,2.13607226760109,3.61208734575828
48,17.5365682196389,20.064851568178
34,10.3348996823624,5.87704583085813
52,5.67742759987307,3.54040487288089
58,11.7944632425349,5.19309052946446
48,3.29865086733922,11.5582891648867
47,5.31052522497492,5.19041830168386
46,7.00400438141152,3.7089220333895
37,5.37254805703274,9.34542402992152
59,8.66594470168689,0.24634837799301
51,8.3770756379279,4.52682707054623
39,4.35073043424178,5.27857448706939
44,8.14028208710693,1.36624636709914
39,10.0523230816535,8.33037349410793
54,4.56665590531148,13.2079671087374
36,5.40833938571376,7.14472994231778
39,3.87516049514811,6.79861562646606
35,2.98784323469157,11.8634051010207
55,0.566329592552625,0.23479668016278
57,4.43428488221451,5.83396324998447
39,5.22480425071922,2.97802002962692
55,7.32003411319693,4.12826895788474
45,5.30524707716683,10.4979356929435
38,12.639059544636,1.86959053215064
59,7.77098578662383,2.12202529062774
38,6.70683814491711,3.35536768894085
31,30.4299166760057,11.0795772920156
32,7.01224238328994,1.28753701532285
55,5.90159603798894,3.38943275635222
30,5.05794892247135,4.68870210149385
32,12.8955106488349,5.10048797417754
58,10.8493998802097,4.42563056601774
47,13.5617090361407,1.00408807286811
36,5.05432310644646,5.44879040497945
41,8.9835891588427,4.18129601400985
56,20.5602116771156,6.99996640553637
57,3.48570041609822,1.52932970892215
56,2.28192712261487,12.7954062690145
60,9.27841669744253,1.17176680361924
48,8.09419361113137,2.25767348484059
53,9.17050693936156,8.54313421161621
35,3.25741609264364,3.38955075750753
32,4.50002053010517,0.872583026423138
44,11.1185537645567,1.88556494956465
57,6.14924741112121,5.43772148233554
35,5.28354528425662,22.6141492060732
32,3.18148725484504,3.83472991595767
35,6.55076989931259,5.03681763808405
47,3.98064717007727,2.75868289676036
53,6.70366003837054,1.957749795612
37,5.06341761908877,6.25646602258974
59,13.7766710392719,5.76072214687507
49,5.5793580771644,8.88883546610445
46,4.26655247338328,5.55161189920074
33,8.90542377673417,3.03905370842397
54,5.96803585416452,1.41948868001835
46,7.77379519898886,7.42945234804709
38,4.4180978571058,3.82837184280163
36,8.05283318435141,8.57413006928466
43,8.02784750334748,1.65124354414962
44,9.82260459471859,3.96611432038715
36,8.65805479721221,1.24230037541717
38,9.91080569909969,5.73520896038329
46,3.46496013856389,2.06229883957449
45,2.34248152252262,24.1596540112532
32,12.3346414058021,0.3251812207845
50,4.17526074112322,19.2086968547483
30,8.38203350278767,0.896668899960544
43,3.30426216492395,18.7026150437647
41,7.04147031454955,3.38638733281263
56,9.86374209847952,3.20708017315306
39,9.53124410673305,2.94536415675147
33,15.5093807712302,8.47612196210069
32,3.89739881592427,4.87737886079325
46,1.81421700487825,3.73384007335094
45,2.19957389498881,15.6322925585601
38,2.68550804635598,22.1787757810056
40,1.66600511231414,3.92298951408555
39,2.6028741329047,0.771390031458623
44,3.89069495923201,2.58608743575
53,5.98475820195766,7.72196470711361
50,4.45823119363454,6.69920667452571
41,11.0341838032387,4.85052278054157
38,4.81657954180215,7.07984991429579
48,4.2885075666218,2.38237120968911
38,10.0922849760059,2.88217007830874
48,7.67257848142607,4.923463939926
47,5.51282755430934,0.575599462326738
42,6.29527363746352,2.99895033169439
55,5.33055412240826,0.583711829598015
42,4.98164080298035,3.43638605237061
54,3.50881244457582,10.6370316656813
51,10.7635310462441,6.25041348436845
37,9.98260662732097,6.37571171599744
53,3.04099308749965,12.0317951858845
37,3.22673373013439,5.72764019757542
43,1.7853371436686,6.16784077634601
44,2.5064444930023,8.51335051344073
50,34.0750090155067,2.13218260832361
45,4.46219753920915,5.833371393078
52,8.2355639597063,0.333380451103756
56,15.2857107030226,2.11075025444575
37,6.09916457059619,5.1821517082615
48,26.3988849067711,6.18321901973742
60,7.74430911990721,2.89618674786139
56,2.87804603234761,12.6764112386942
49,22.7950990833453,2.88471823682338
42,4.81970594644256,9.06041849480857
57,11.3038161936176,0.678936209515271
38,6.49688491198308,1.44636553153616
36,5.5066937365449,2.27535617272123
31,4.81601383748248,11.7457561408799
46,10.768982336305,3.0474059025156
50,4.9874185323978,0.324331518551946
32,5.13048669397231,10.3455770976777
42,7.01177423782136,3.28137000251986
42,6.3969127724846,12.7333715451639
56,14.9624172313655,10.6191267990272
34,4.32553634458416,4.85970935362894
36,4.98076335224766,2.69711139847503
58,3.18334730004586,2.78258494671111
47,4.96232707738994,1.40641867953717
60,3.61677993103309,1.26066264695799
37,4.67576972615745,2.16491524911427
43,4.25662200866657,2.77889691436736
53,6.92637004206696,4.7540594627936
54,8.34905209640958,0.358989932574033
50,7.63173493462161,1.62227668143469
50,2.80845883069105,9.96590000794008
55,9.70400481302791,4.8362834087917
46,11.4882187608421,9.12014615935372
48,14.9574937546634,10.2602814571686
32,9.6781217589621,5.05011639315878
55,13.996983063728,5.44853099095046
51,5.37149725790699,0.27411539328375
34,4.30670125885564,2.6092556579331
45,7.97390057765947,7.67819852222417
39,6.41125725903378,8.60469295831602
42,2.71724589723988,4.18772945197167
46,4.9001023185736,14.7605843347909
53,6.72997960645376,3.0566262622949
53,3.98656445543042,6.93590442010067
48,7.14397998709436,5.02576181578937
59,9.08796734324135,2.39690412715138
51,25.3202114544809,2.37344927998724
35,9.67448657841561,19.3094465982736
45,5.25527991995019,2.39078554936122
48,15.8336707927926,4.40857037580215
38,5.10622883602787,3.31423169845258
33,5.66356408109525,3.29967297071004
37,10.8316238735638,7.91890058881459
46,7.71114946348366,2.12623409478277
56,7.74147899169833,3.0787493646683
50,12.2002021468507,3.95147744490767
60,4.23527480387903,1.62609116630622
49,12.4228828325408,6.26395297423837
45,6.08668871041006,3.27700132866045
46,14.5444682921597,4.98641946480066
49,10.251509399162,2.7183058820457
33,7.26826189561495,5.62537731189287
49,4.75918908715375,2.46855904966032
46,5.97823685175475,1.63853657429581
43,4.57413021249228,14.7091103218277
48,6.8576778302114,1.86617967951518
51,4.66649120824861,0.190226351241182
44,9.41393724376377,1.69360544763874
57,5.47819534682972,2.87887427464928
37,4.33945407845827,11.5624651021808
34,6.26475703288238,5.24416466033578
50,13.9632527670142,2.84328102588255
43,4.14976645849109,3.99841431688171
39,2.12299295209598,9.17493374212705
36,9.5387958771181,1.74960093703236
42,3.80246662742532,1.6299501116984
40,3.18261400163787,3.86358736525775
47,2.52249584069082,10.7950457147033
34,3.18470812011228,4.45559809306752
46,7.29447237416514,3.52974865300427
52,5.1712056718049,1.11957534932202
44,5.66542126251715,2.23141625294351
40,4.15384989532989,9.22881314944039
48,1.94080062025326,1.97889886630669
41,3.47799529104044,6.56020704824335
36,4.22868753476089,7.37124802899161
52,15.4300897610834,1.91636067376361
38,6.78313283441843,21.0239593583141
31,5.31711560476209,2.50941795246765
40,8.04325954340228,6.03429240842316
50,7.12534152746978,3.58371533112502
52,6.06711947372115,4.04789975718501
48,5.30822201941425,4.0598374130078
53,5.18375568734065,3.2354933595936
48,10.1751730699645,1.92744867902325
52,3.8721930681542,2.51265107591083
48,10.7927690085392,1.12458796952913
44,8.66290682009441,3.15853297360162
53,3.29536355019865,1.80764085134573
54,9.0541278552415,1.94528782514713
45,3.65069514257588,2.24764605240909
43,2.50238703558078,11.8112731242427
53,7.16689944229604,3.00705987281012
58,9.68273330555552,2.77433779132365
37,5.90101780687947,3.10360661777654
48,4.27697770268958,7.99045967640355
60,9.77242268532339,2.00659294592895
53,3.85644240576776,2.33951554142521
54,6.95255599292721,8.73779101587168
52,18.4122086937359,1.43380529998347
46,9.67628193105518,0.791008664991185
41,9.04198046989605,1.72159882013094
48,12.250651240898,3.18501873073132
50,9.29026261001962,5.82357023383233
57,4.95642130890731,0.79019117749773
60,8.89005273863318,2.93911306529603
48,8.38116075312014,4.5617903723989
38,4.71446940934434,13.8760901804979
53,4.74448261348746,4.73890052550053
52,2.92410915032091,48.7730994998138
48,5.12458562450046,3.50289789875043
38,2.05518730483034,5.45501214388994
44,5.69933504646461,3.37021930163274
43,2.28739107799263,0.949121524618872
57,7.6033348920559,0.764753688259122
37,2.07142185461189,5.38561392574102
47,5.63674425368736,3.44285069154758
37,3.32288029579943,51.1063014990181
37,3.29645608697298,5.41481890651206
59,6.83359450297601,2.55075349900097
44,6.47738984163713,3.3716641023215
32,7.47940655878005,1.00292733214036
48,8.3860534337172,4.52389555196536
46,19.3045397457294,0.836097720945445
40,8.78357621488778,2.75745764772895
34,11.2470141452502,3.03548572990086
34,11.2229384847804,3.40040017558028
35,7.99375271429745,4.25425777902978
46,6.13362257359347,3.89408717669089
48,3.84311789587635,5.24219172864503
50,9.1986417471349,18.4088868028296
48,6.23327424299145,4.72997944403513
45,6.83961266517208,3.07838562765661
52,14.5620981723615,12.3436935635339
52,9.42344499431909,3.16410390343218
58,5.88884320047929,3.45720680910287
40,10.0124242527718,2.08015237815058
50,2.9993142739554,2.58812959908553
36,5.16730942560607,4.12874022370373
49,10.7166879570172,2.46698361092518
59,16.1296422600281,2.83526978220247
56,8.23231516147688,3.06352032792541
59,16.5731551662744,2.70817243882926
56,8.5899418629183,2.03654068770169
35,5.10197726531029,5.96596095720439
49,8.67387735246724,1.43998358213493
50,10.3165212794079,2.37277293153582
32,5.51532384580905,4.68364802779023
47,9.82001887809566,1.52516262648431
35,5.41953150480366,1.52605574769447
42,14.1181124418351,15.7147568841279
31,8.44107675557011,4.78166576671476
42,6.99811459166131,4.43879571126637
39,1.95192840594324,2.86839671723341
33,7.75819942616458,8.44578489846387
32,2.65134396241962,16.2721040848755
54,7.18325978608621,2.97016244429284
57,7.70688685027581,2.03106317132723
40,2.50516310378795,6.13128551171306
31,30.2656251520742,0.762092806009184
43,4.40600349755888,6.5852034322739
38,7.86422861862879,4.51344962879947
48,8.63041064577117,12.6620752052413
54,8.35390673624675,12.2923604112992
43,5.22135072075228,1.68618082803783
50,7.030110100814,2.06451535427003
44,9.22125052542913,6.04450394983412
48,13.0669150113162,1.01028057962348
